Student_ID,Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Dropout,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
STU_GUJ_000397,2019,SCH_156,Dahod,Rural,Female,OBC,2,Very Low,96.9,12.8,Low,Medium,Yes,Primary,Yes,Yes,Yes,No,3,Illiterate,No,0,0,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_001040,2023,SCH_033,Gandhinagar,Rural,Male,OBC,12,Low,86.9,1.4,Medium,Medium,No,Secondary,No,Yes,No,No,2,Secondary,No,1,1,0,0,22,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_010610,2020,SCH_038,Kutch,Rural,Male,General,5,Very Low,65.7,0.19,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,4,Illiterate,Yes,0,0,0,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_001587,2019,SCH_093,Morbi,Urban,Male,OBC,6,Medium,48.6,16.8,High,Low,No,Illiterate,Yes,No,No,No,4,Primary,No,0,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003692,2020,SCH_023,Surat,Rural,Male,General,12,Low,91.5,19.89,Medium,Low,No,Illiterate,Yes,Yes,No,No,7,Illiterate,Yes,0,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005426,2024,SCH_002,Sabarkantha,Rural,Female,OBC,12,Low,58.5,3.85,Medium,Low,No,Graduate,No,No,No,No,6,Illiterate,No,0,1,0,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_000380,2021,SCH_038,Kutch,Tribal,Female,General,8,Very Low,78.8,26.17,Low,Low,No,Graduate,Yes,No,No,No,5,Illiterate,No,1,0,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_007803,2025,SCH_121,Kutch,Urban,Female,General,2,Very Low,41.2,2.62,Medium,Medium,Yes,Illiterate,Yes,No,No,No,5,Illiterate,No,1,0,0,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002143,2021,SCH_147,Valsad,Urban,Female,General,9,Medium,71.7,5.61,High,Medium,No,Primary,No,Yes,No,No,6,Illiterate,Yes,0,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004129,2023,SCH_127,Vadodara,Rural,Female,OBC,1,Low,68.9,25.62,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Primary,No,0,0,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002460,2019,SCH_045,Patan,Tribal,Male,General,3,Medium,85.2,27.91,High,Medium,No,Illiterate,No,No,No,No,7,Secondary,Yes,0,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_011279,2021,SCH_049,Anand,Urban,Female,SC,6,Medium,83.3,2.68,Medium,Low,Yes,Illiterate,No,Yes,Yes,No,7,Secondary,No,0,0,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_001054,2023,SCH_022,Patan,Rural,Female,OBC,11,Very Low,65.9,4.33,Low,High,Yes,Primary,Yes,No,No,No,4,Secondary,No,1,1,0,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001787,2023,SCH_110,Valsad,Urban,Male,SC,11,Very Low,62.6,16.94,Medium,Low,Yes,Primary,Yes,Yes,No,No,4,Primary,Yes,1,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_008205,2022,SCH_042,Valsad,Tribal,Male,ST,3,Very Low,72.7,15.66,Medium,Medium,Yes,Graduate,Yes,No,Yes,No,6,Secondary,No,1,0,1,0,49,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_004843,2022,SCH_044,Anand,Rural,Male,OBC,11,High,98.3,0.25,Low,High,Yes,Primary,Yes,Yes,No,No,7,Secondary,No,0,1,0,0,41,Medium,NO,Social Factor,Community Engagement,Monitor
STU_GUJ_010320,2019,SCH_089,Patan,Rural,Female,SC,8,Medium,82.1,0.23,Low,Low,Yes,Primary,No,No,No,Yes,8,Illiterate,No,0,0,0,0,30,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_010288,2020,SCH_138,Sabarkantha,Urban,Female,OBC,9,High,57.1,20.49,Medium,Medium,Yes,Primary,Yes,Yes,No,No,2,Illiterate,Yes,1,1,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002246,2022,SCH_028,Patan,Rural,Female,OBC,3,Very Low,80.3,9.85,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,4,Primary,No,0,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008608,2023,SCH_062,Valsad,Tribal,Male,OBC,8,Very Low,49.3,8.52,Medium,Medium,No,Primary,Yes,Yes,No,No,3,Graduate,Yes,1,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007283,2023,SCH_085,Morbi,Rural,Male,OBC,5,Medium,61.1,17.71,Medium,Low,Yes,Primary,Yes,No,Yes,No,3,Primary,No,1,0,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007842,2019,SCH_163,Valsad,Rural,Male,SC,7,Low,72.2,11.05,Medium,Medium,Yes,Primary,Yes,Yes,No,Yes,4,Graduate,Yes,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003820,2019,SCH_073,Mehsana,Urban,Female,SC,11,High,76.4,23.88,Low,Medium,Yes,Primary,Yes,Yes,No,No,7,Graduate,Yes,0,1,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003379,2024,SCH_041,Surat,Tribal,Female,OBC,3,Medium,57.2,24.48,Medium,Medium,No,Primary,No,Yes,No,No,2,Primary,Yes,0,0,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_003922,2022,SCH_050,Surat,Rural,Female,ST,12,Very Low,93.6,8.07,Low,Medium,Yes,Graduate,Yes,Yes,No,Yes,7,Primary,Yes,1,1,1,0,50,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_009605,2023,SCH_052,Mehsana,Rural,Female,OBC,2,Very Low,40.5,8.39,Low,Medium,Yes,Secondary,No,Yes,No,No,7,Illiterate,Yes,0,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002964,2022,SCH_179,Anand,Tribal,Male,ST,6,Low,94.4,23.25,Low,High,Yes,Illiterate,Yes,Yes,No,Yes,6,Graduate,No,0,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_009864,2021,SCH_031,Navsari,Rural,Male,OBC,5,High,53.5,7.92,Low,Medium,No,Primary,No,No,No,No,8,Primary,Yes,1,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007621,2019,SCH_056,Bharuch,Urban,Female,ST,3,Very Low,78.8,19.78,High,Medium,No,Secondary,Yes,Yes,No,No,5,Primary,Yes,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001497,2021,SCH_125,Sabarkantha,Rural,Male,General,12,High,56.6,6.34,High,Medium,No,Primary,Yes,Yes,No,No,7,Secondary,Yes,0,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007467,2024,SCH_001,Rajkot,Tribal,Male,OBC,8,Medium,80.3,18.78,Medium,High,Yes,Illiterate,Yes,Yes,Yes,No,2,Primary,No,1,0,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005764,2023,SCH_108,Amreli,Rural,Male,General,3,Very Low,72.0,8.91,Medium,Medium,No,Illiterate,Yes,Yes,No,No,3,Primary,No,0,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003703,2020,SCH_121,Jamnagar,Rural,Male,SC,6,Low,76.2,14.09,Low,Medium,Yes,Illiterate,No,Yes,No,No,7,Secondary,No,0,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003895,2022,SCH_066,Ahmedabad,Urban,Female,OBC,4,Very Low,64.8,11.71,High,Medium,Yes,Primary,Yes,Yes,No,No,7,Primary,No,0,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009319,2024,SCH_169,Anand,Tribal,Female,OBC,12,High,64.4,9.03,Low,Medium,No,Secondary,Yes,Yes,No,No,4,Illiterate,No,1,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_006467,2023,SCH_143,Bharuch,Rural,Female,SC,7,Very Low,87.0,20.87,Medium,Low,No,Secondary,Yes,Yes,No,No,2,Graduate,No,0,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003661,2022,SCH_056,Mehsana,Rural,Male,General,2,High,59.4,1.31,Medium,High,No,Graduate,No,No,No,Yes,3,Secondary,No,0,0,0,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002086,2021,SCH_058,Amreli,Rural,Male,ST,4,Low,80.4,1.42,High,Low,Yes,Secondary,Yes,Yes,No,No,3,Secondary,Yes,0,0,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_009819,2019,SCH_003,Anand,Urban,Male,ST,8,Very Low,69.5,5.15,Medium,Low,Yes,Primary,No,Yes,No,Yes,6,Primary,No,1,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004254,2021,SCH_144,Dahod,Rural,Male,General,11,Very Low,80.8,9.74,Low,Low,Yes,Secondary,Yes,No,No,No,6,Illiterate,Yes,1,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002352,2025,SCH_099,Anand,Urban,Female,OBC,7,Very Low,62.9,4.86,Low,High,No,Primary,Yes,Yes,No,No,2,Secondary,Yes,0,0,0,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004376,2022,SCH_001,Surat,Urban,Female,SC,2,Low,71.0,9.65,Medium,Medium,No,Illiterate,No,Yes,No,No,4,Primary,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_000555,2019,SCH_110,Jamnagar,Urban,Male,ST,9,High,81.3,22.79,High,Medium,Yes,Graduate,Yes,Yes,No,No,5,Primary,Yes,1,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_007086,2020,SCH_079,Bharuch,Urban,Male,OBC,12,Very Low,44.9,4.56,Medium,Medium,Yes,Primary,No,No,No,Yes,3,Graduate,No,1,1,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007458,2024,SCH_136,Dahod,Urban,Female,General,11,Medium,43.0,21.15,Low,Medium,Yes,Primary,No,No,No,Yes,3,Primary,No,1,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009573,2021,SCH_118,Dahod,Rural,Male,OBC,12,Low,85.0,13.46,Low,Low,Yes,Primary,No,Yes,No,No,6,Graduate,No,1,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005021,2022,SCH_015,Valsad,Rural,Female,SC,10,Very Low,96.1,25.04,Low,High,No,Illiterate,Yes,Yes,No,No,8,Illiterate,Yes,1,1,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_000669,2021,SCH_073,Morbi,Rural,Male,SC,4,Low,74.5,10.41,Low,Medium,Yes,Secondary,Yes,Yes,No,No,8,Primary,No,0,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003743,2019,SCH_045,Amreli,Tribal,Male,OBC,1,Medium,69.5,5.67,High,High,No,Primary,Yes,Yes,No,No,8,Secondary,Yes,1,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000048,2022,SCH_066,Vadodara,Tribal,Male,SC,6,Low,86.7,8.74,Medium,Medium,Yes,Primary,Yes,Yes,No,No,3,Illiterate,No,1,0,1,0,8,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010061,2023,SCH_071,Banaskantha,Urban,Female,ST,9,Medium,71.6,25.57,Medium,Medium,No,Illiterate,Yes,Yes,No,No,2,Illiterate,No,0,1,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_010040,2019,SCH_103,Jamnagar,Urban,Female,General,7,Very Low,79.5,15.67,Medium,Low,No,Secondary,No,No,No,Yes,7,Primary,No,0,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006840,2022,SCH_131,Patan,Rural,Female,OBC,9,Low,69.4,18.33,Low,Low,No,Graduate,Yes,Yes,Yes,No,5,Illiterate,Yes,0,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011951,2020,SCH_148,Patan,Urban,Female,OBC,5,Low,94.3,21.62,Medium,Low,No,Secondary,No,Yes,No,No,3,Primary,Yes,0,0,1,0,11,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001179,2025,SCH_077,Mehsana,Rural,Male,OBC,3,Very Low,57.5,27.17,Medium,Low,Yes,Illiterate,Yes,No,No,No,4,Graduate,No,1,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007602,2020,SCH_136,Vadodara,Urban,Female,OBC,4,Low,69.0,21.62,High,Low,No,Secondary,No,Yes,No,No,4,Primary,Yes,1,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010962,2021,SCH_093,Dahod,Rural,Female,OBC,5,High,67.3,5.65,High,High,Yes,Graduate,No,Yes,No,No,7,Illiterate,No,0,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002992,2022,SCH_137,Gandhinagar,Tribal,Male,General,9,Low,97.4,2.53,Medium,Medium,No,Graduate,Yes,Yes,No,No,8,Primary,Yes,0,1,0,0,25,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_001784,2019,SCH_016,Bharuch,Rural,Female,SC,6,Low,80.7,12.57,High,High,No,Secondary,Yes,No,Yes,No,2,Primary,No,0,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004873,2024,SCH_026,Patan,Urban,Male,SC,7,Medium,93.8,23.1,High,Medium,Yes,Secondary,Yes,No,No,No,2,Illiterate,No,0,0,1,0,14,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_005848,2023,SCH_178,Dahod,Rural,Female,SC,11,Low,61.4,2.43,High,Medium,No,Primary,Yes,Yes,No,No,2,Illiterate,Yes,1,1,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002219,2019,SCH_044,Anand,Urban,Female,SC,3,Low,49.8,4.11,Low,Medium,No,Secondary,No,Yes,No,No,3,Secondary,Yes,0,0,0,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010448,2023,SCH_111,Morbi,Rural,Female,SC,2,High,89.8,6.94,Low,Low,No,Primary,Yes,Yes,No,No,7,Illiterate,Yes,1,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003915,2023,SCH_125,Navsari,Urban,Female,OBC,11,Low,58.0,1.28,High,High,No,Illiterate,Yes,Yes,No,No,3,Illiterate,No,0,1,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003223,2020,SCH_173,Vadodara,Urban,Female,OBC,12,Very Low,46.3,20.25,Low,Medium,Yes,Primary,Yes,No,No,No,2,Illiterate,Yes,0,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005139,2024,SCH_102,Amreli,Tribal,Male,General,3,Low,61.7,24.83,Low,Medium,Yes,Secondary,Yes,Yes,No,No,2,Illiterate,Yes,1,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_005101,2025,SCH_157,Navsari,Rural,Male,SC,9,Low,97.2,18.01,High,Medium,Yes,Illiterate,Yes,No,No,No,4,Secondary,No,1,1,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004421,2021,SCH_151,Ahmedabad,Urban,Female,ST,11,High,66.0,14.06,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,No,1,1,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004314,2022,SCH_069,Bhavnagar,Urban,Female,General,7,Very Low,49.6,27.72,High,High,No,Graduate,Yes,Yes,No,No,5,Primary,No,0,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003004,2020,SCH_020,Banaskantha,Urban,Male,SC,7,Medium,64.4,10.04,Medium,Medium,Yes,Primary,Yes,No,No,No,8,Graduate,No,1,0,1,1,19,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_006683,2024,SCH_072,Jamnagar,Tribal,Female,General,2,Low,56.0,5.17,Medium,Medium,Yes,Illiterate,Yes,No,No,No,8,Primary,Yes,0,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_000246,2019,SCH_076,Bhavnagar,Urban,Male,OBC,8,Medium,45.6,9.85,High,Low,Yes,Illiterate,Yes,No,No,No,7,Primary,No,0,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_009363,2020,SCH_044,Mehsana,Rural,Female,General,10,Very Low,89.6,5.19,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,4,Illiterate,No,1,1,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_003530,2019,SCH_166,Banaskantha,Tribal,Female,OBC,8,High,57.9,9.8,Low,Low,No,Secondary,No,No,Yes,No,4,Illiterate,No,0,0,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_009534,2024,SCH_166,Valsad,Urban,Male,OBC,10,Low,98.7,24.89,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,8,Secondary,No,1,1,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008142,2019,SCH_154,Kutch,Urban,Male,SC,12,Very Low,71.0,9.69,Low,High,Yes,Graduate,Yes,No,Yes,No,8,Primary,No,0,1,1,0,56,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_009859,2019,SCH_112,Vadodara,Urban,Male,ST,7,Very Low,50.9,1.76,Low,Medium,Yes,Illiterate,Yes,No,Yes,No,8,Illiterate,No,1,0,0,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_007690,2019,SCH_065,Rajkot,Rural,Male,OBC,9,Very Low,58.3,13.3,Medium,Low,No,Secondary,Yes,No,No,No,6,Graduate,Yes,0,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010865,2021,SCH_044,Ahmedabad,Urban,Male,OBC,4,Medium,41.1,3.19,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,2,Primary,No,0,0,0,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_002040,2020,SCH_140,Valsad,Rural,Female,ST,5,High,93.7,4.54,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Illiterate,Yes,1,0,0,0,18,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_001023,2021,SCH_099,Patan,Tribal,Male,SC,12,High,74.6,22.88,Medium,Medium,No,Illiterate,Yes,Yes,No,No,2,Illiterate,No,0,1,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_002689,2024,SCH_048,Patan,Rural,Female,OBC,3,Medium,46.5,15.04,Low,Medium,Yes,Secondary,Yes,Yes,No,No,5,Secondary,Yes,1,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008135,2024,SCH_013,Morbi,Urban,Male,SC,6,High,41.8,16.95,Low,Low,Yes,Graduate,No,No,No,No,4,Illiterate,Yes,0,0,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011627,2022,SCH_016,Junagadh,Rural,Female,ST,10,High,46.9,17.45,High,Medium,Yes,Primary,Yes,No,No,No,7,Secondary,No,1,1,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_008117,2024,SCH_075,Banaskantha,Rural,Female,General,2,Very Low,45.0,27.1,Low,Medium,No,Primary,Yes,No,No,No,5,Primary,No,1,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_010260,2022,SCH_145,Navsari,Tribal,Female,SC,10,Medium,56.2,22.02,Medium,Medium,Yes,Primary,Yes,No,Yes,No,6,Illiterate,No,1,1,1,1,62,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_004694,2024,SCH_021,Bharuch,Urban,Male,General,10,Medium,67.5,27.2,Medium,Low,Yes,Illiterate,Yes,No,Yes,No,2,Secondary,No,1,1,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_002373,2021,SCH_169,Anand,Rural,Male,OBC,3,Low,58.9,22.53,High,Medium,Yes,Illiterate,No,Yes,No,No,8,Primary,Yes,0,0,1,1,21,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_005839,2022,SCH_162,Rajkot,Rural,Male,OBC,2,Very Low,83.7,7.41,Low,High,Yes,Primary,No,Yes,No,No,5,Illiterate,No,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010697,2024,SCH_112,Morbi,Rural,Male,ST,6,Low,75.8,17.61,Low,Medium,Yes,Illiterate,Yes,No,No,No,2,Primary,Yes,0,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004868,2023,SCH_083,Valsad,Rural,Male,SC,5,High,57.2,20.03,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,2,Secondary,Yes,0,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_011702,2022,SCH_174,Sabarkantha,Rural,Female,OBC,7,Low,84.1,25.33,Medium,Medium,Yes,Graduate,Yes,No,No,No,2,Primary,No,1,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_001693,2023,SCH_035,Rajkot,Urban,Male,SC,2,Medium,43.0,10.45,High,High,Yes,Secondary,No,Yes,No,No,4,Illiterate,Yes,0,0,1,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_011595,2022,SCH_068,Kutch,Urban,Female,General,4,Medium,75.1,11.38,Low,Medium,No,Primary,No,Yes,No,No,3,Secondary,No,0,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_010308,2023,SCH_066,Patan,Rural,Female,OBC,11,Low,55.0,0.27,High,High,Yes,Secondary,Yes,No,Yes,No,8,Illiterate,No,1,1,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
STU_GUJ_001492,2025,SCH_116,Rajkot,Rural,Female,SC,6,High,73.6,3.37,Medium,Medium,Yes,Graduate,Yes,No,No,Yes,4,Secondary,No,0,0,0,0,20,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_003786,2023,SCH_171,Rajkot,Urban,Male,ST,8,Medium,47.6,7.43,Low,High,No,Primary,No,Yes,No,No,4,Graduate,Yes,0,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003653,2022,SCH_002,Mehsana,Tribal,Male,OBC,5,Medium,88.8,1.89,Low,High,No,Secondary,Yes,No,Yes,No,4,Primary,Yes,0,0,0,0,24,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_003672,2020,SCH_020,Bhavnagar,Urban,Female,OBC,1,High,56.6,20.31,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Secondary,Yes,0,0,1,1,22,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_010935,2019,SCH_141,Anand,Rural,Male,SC,3,High,82.9,27.05,Medium,Medium,Yes,Primary,Yes,Yes,Yes,No,8,Illiterate,No,0,0,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008566,2020,SCH_112,Anand,Rural,Female,ST,1,Medium,75.2,19.3,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,4,Secondary,Yes,0,0,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_008573,2024,SCH_138,Vadodara,Tribal,Female,SC,4,Very Low,90.6,3.39,Medium,Medium,Yes,Secondary,Yes,Yes,Yes,No,5,Illiterate,No,1,0,0,0,41,Medium,NO,Economic Pressure,Provide Scholarship,Monitor
STU_GUJ_010615,2025,SCH_078,Navsari,Urban,Male,SC,12,Very Low,94.8,2.14,Medium,Low,No,Primary,No,Yes,No,No,6,Illiterate,No,1,1,0,0,42,Medium,NO,Economic Pressure,Provide Scholarship,Monitor
STU_GUJ_005266,2019,SCH_116,Amreli,Urban,Male,ST,5,Medium,59.0,4.7,Medium,Low,Yes,Illiterate,Yes,No,No,No,7,Primary,Yes,1,0,0,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_003449,2025,SCH_056,Rajkot,Urban,Female,General,11,Low,92.8,3.77,Low,Low,Yes,Graduate,Yes,Yes,No,No,5,Primary,Yes,0,1,0,0,30,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_003680,2022,SCH_086,Anand,Urban,Female,OBC,5,Low,96.1,14.09,High,Low,No,Primary,Yes,Yes,No,Yes,4,Secondary,Yes,0,0,1,0,12,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_006190,2022,SCH_140,Amreli,Tribal,Female,OBC,8,Low,88.9,1.86,High,Medium,Yes,Secondary,Yes,No,No,Yes,2,Secondary,No,0,0,0,0,27,Low,NO,Social Factor,Community Engagement,Low Priority
STU_GUJ_007445,2019,SCH_035,Anand,Urban,Female,OBC,9,Very Low,81.1,10.22,Low,Medium,Yes,Secondary,Yes,No,Yes,Yes,4,Secondary,Yes,1,1,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
STU_GUJ_006878,2019,SCH_031,Dahod,Rural,Female,OBC,5,Medium,88.8,25.68,Low,Medium,Yes,Illiterate,No,Yes,No,No,5,Secondary,No,0,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
STU_GUJ_004468,2019,SCH_174,Valsad,Urban,Female,SC,6,Medium,60.0,6.4,High,High,Yes,Illiterate,No,Yes,No,No,8,Graduate,Yes,0,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_004098,2022,SCH_050,Vadodara,Rural,Female,SC,3,Low,63.0,13.45,High,Low,Yes,Illiterate,Yes,No,No,No,6,Primary,Yes,0,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
STU_GUJ_007338,2022,SCH_040,Dahod,Urban,Female,General,2,Very Low,49.0,7.82,Medium,Medium,Yes,Secondary,Yes,Yes,No,Yes,7,Primary,No,1,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
