Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
2022,SCH_170,Surat,Tribal,Female,SC,3,Very Low,82.9,7.75,Medium,Medium,No,Primary,Yes,No,No,No,6,Graduate,Yes,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_178,Vadodara,Rural,Male,OBC,2,Low,41.4,18.99,Medium,Medium,No,Primary,No,Yes,No,No,6,Secondary,Yes,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_038,Gandhinagar,Rural,Female,ST,11,Very Low,74.8,24.08,Medium,Medium,No,Secondary,No,Yes,No,No,4,Illiterate,No,1,1,0,53,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_060,Mehsana,Tribal,Female,OBC,10,Low,61.1,15.19,Low,Medium,No,Primary,Yes,Yes,Yes,No,5,Illiterate,No,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_172,Navsari,Urban,Male,ST,6,Very Low,73.5,5.79,Low,Medium,Yes,Primary,Yes,No,No,No,5,Primary,Yes,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_037,Dahod,Rural,Female,SC,8,Very Low,87.7,16.26,Medium,Medium,Yes,Illiterate,Yes,Yes,No,Yes,3,Primary,No,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_159,Banaskantha,Rural,Female,General,12,Low,50.3,2.14,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,6,Primary,Yes,1,0,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_076,Gandhinagar,Urban,Male,OBC,5,Very Low,91.4,0.7,High,High,Yes,Primary,Yes,No,No,No,5,Secondary,No,0,0,0,20,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2024,SCH_026,Rajkot,Tribal,Male,ST,8,Very Low,72.1,6.99,Low,High,No,Illiterate,Yes,No,No,No,4,Illiterate,Yes,0,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_025,Amreli,Tribal,Female,SC,12,Low,85.1,10.58,High,Low,No,Illiterate,No,Yes,No,No,8,Secondary,No,1,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_168,Gandhinagar,Tribal,Male,OBC,6,Very Low,60.0,10.76,High,Low,No,Primary,No,No,No,No,2,Primary,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_054,Patan,Tribal,Female,OBC,12,Very Low,92.3,10.42,Medium,Low,Yes,Secondary,No,No,No,No,6,Secondary,Yes,1,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_016,Bhavnagar,Rural,Male,ST,12,High,62.4,8.81,Medium,Low,Yes,Secondary,Yes,Yes,No,No,3,Secondary,No,1,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_107,Anand,Urban,Male,ST,11,Very Low,61.0,15.11,Low,Medium,Yes,Illiterate,Yes,Yes,No,Yes,2,Primary,No,1,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_099,Vadodara,Tribal,Male,SC,6,Very Low,63.7,8.3,High,Medium,Yes,Graduate,No,Yes,No,No,6,Illiterate,No,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_054,Jamnagar,Rural,Female,OBC,6,Low,74.5,22.47,Medium,Medium,No,Illiterate,Yes,No,No,No,5,Primary,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_068,Dahod,Rural,Male,SC,3,Very Low,41.6,8.85,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Graduate,Yes,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_102,Bhavnagar,Rural,Female,ST,8,Medium,49.5,19.67,High,Medium,Yes,Primary,No,Yes,No,No,6,Secondary,No,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_054,Bhavnagar,Urban,Male,OBC,2,High,54.4,17.58,Medium,High,No,Secondary,Yes,Yes,Yes,No,8,Primary,Yes,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_175,Patan,Rural,Male,General,12,Low,72.0,27.16,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,7,Primary,Yes,1,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_087,Jamnagar,Rural,Male,OBC,5,Medium,71.9,16.29,High,Medium,No,Graduate,Yes,Yes,No,No,6,Primary,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_115,Banaskantha,Rural,Male,ST,11,Medium,72.0,20.47,Low,Low,No,Illiterate,Yes,Yes,No,No,2,Primary,Yes,1,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_103,Gandhinagar,Rural,Male,OBC,10,Low,52.3,4.71,Medium,High,Yes,Illiterate,No,Yes,Yes,No,3,Illiterate,Yes,1,0,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_024,Vadodara,Rural,Male,General,3,Very Low,90.0,6.79,Medium,Medium,Yes,Illiterate,Yes,No,No,No,2,Graduate,Yes,0,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_063,Surat,Tribal,Male,OBC,8,Medium,57.3,12.59,Medium,Low,No,Primary,Yes,Yes,No,No,3,Illiterate,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_165,Bharuch,Rural,Female,OBC,8,Low,44.9,1.74,Low,Low,Yes,Illiterate,Yes,No,No,No,2,Primary,No,0,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_062,Jamnagar,Urban,Female,ST,3,Low,57.5,12.76,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,3,Secondary,No,0,1,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_023,Kutch,Rural,Male,General,2,Very Low,77.4,14.07,Low,Medium,No,Primary,Yes,No,Yes,No,5,Primary,No,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_122,Mehsana,Rural,Male,ST,7,Medium,68.2,27.66,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Illiterate,No,0,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_077,Patan,Rural,Male,OBC,7,Low,57.6,0.43,Medium,Low,Yes,Primary,Yes,Yes,Yes,No,2,Illiterate,No,0,0,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_132,Sabarkantha,Rural,Male,SC,7,Very Low,61.2,13.73,High,Medium,No,Illiterate,Yes,Yes,Yes,No,2,Primary,Yes,0,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_165,Surat,Rural,Male,General,12,Medium,46.1,23.79,Low,Medium,Yes,Secondary,Yes,No,Yes,No,6,Illiterate,Yes,1,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_102,Valsad,Tribal,Male,OBC,12,Very Low,92.5,13.43,Medium,High,Yes,Secondary,No,No,No,No,8,Illiterate,Yes,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2021,SCH_117,Vadodara,Urban,Female,General,12,Very Low,95.4,13.9,Medium,Medium,Yes,Graduate,Yes,No,No,No,4,Illiterate,Yes,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_174,Junagadh,Tribal,Female,SC,10,High,96.6,11.3,Medium,Low,No,Graduate,Yes,No,No,No,5,Secondary,Yes,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_120,Rajkot,Tribal,Male,ST,4,Medium,76.8,22.99,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Illiterate,Yes,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_039,Amreli,Rural,Female,OBC,11,Medium,93.1,1.19,Low,Low,Yes,Graduate,Yes,No,Yes,No,3,Illiterate,Yes,1,0,0,38,Low,NO,Social Factor,Community Engagement,Low Priority
2019,SCH_154,Patan,Rural,Male,OBC,2,Very Low,69.1,8.3,Low,Medium,No,Secondary,No,No,No,No,4,Secondary,No,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_096,Sabarkantha,Urban,Female,OBC,10,Medium,59.0,15.02,Low,Medium,Yes,Primary,Yes,Yes,No,No,3,Graduate,No,1,1,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_053,Surat,Urban,Female,General,3,Very Low,63.5,5.5,Medium,Medium,Yes,Secondary,No,No,No,No,7,Primary,Yes,0,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_040,Anand,Urban,Female,SC,11,High,69.3,25.71,High,Low,No,Primary,Yes,No,No,No,4,Secondary,Yes,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_174,Ahmedabad,Rural,Male,ST,9,High,53.6,0.49,Medium,High,Yes,Secondary,No,Yes,No,No,2,Secondary,No,1,0,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_097,Amreli,Urban,Male,ST,8,Low,44.1,11.63,Low,Medium,No,Illiterate,Yes,No,No,No,3,Primary,No,0,1,1,22,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_080,Dahod,Rural,Male,SC,4,Low,69.3,1.24,Medium,High,Yes,Primary,Yes,Yes,No,No,7,Graduate,Yes,0,0,1,25,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_163,Patan,Rural,Female,SC,11,High,95.9,5.48,Medium,Medium,Yes,Primary,Yes,Yes,Yes,No,4,Primary,No,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_046,Kutch,Urban,Female,SC,7,Low,57.3,16.73,High,Medium,Yes,Secondary,Yes,Yes,No,No,3,Illiterate,Yes,0,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_002,Kutch,Tribal,Male,ST,8,Low,47.3,13.79,Low,Medium,Yes,Illiterate,No,Yes,No,No,4,Primary,No,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_153,Junagadh,Tribal,Female,OBC,7,Medium,55.3,23.66,Low,High,Yes,Secondary,Yes,No,No,No,6,Primary,No,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_131,Mehsana,Tribal,Female,OBC,7,Low,66.6,16.35,High,Medium,No,Illiterate,Yes,No,No,No,8,Illiterate,No,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_012,Mehsana,Urban,Male,ST,5,Low,73.2,17.57,Medium,High,No,Secondary,No,No,No,No,3,Illiterate,No,0,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_153,Rajkot,Tribal,Male,OBC,12,Medium,61.0,8.14,Low,High,No,Secondary,No,No,No,No,6,Illiterate,No,1,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_010,Amreli,Tribal,Male,SC,1,Very Low,72.4,27.55,High,Low,Yes,Primary,Yes,Yes,No,No,3,Graduate,No,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_167,Morbi,Tribal,Male,OBC,2,Very Low,59.2,9.88,Low,Medium,Yes,Primary,Yes,No,No,No,3,Illiterate,Yes,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_028,Junagadh,Urban,Male,General,12,Very Low,80.9,10.44,Medium,Medium,Yes,Secondary,No,Yes,No,No,3,Primary,Yes,1,1,0,24,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_013,Mehsana,Rural,Male,General,11,High,96.0,7.69,Medium,Medium,Yes,Graduate,Yes,No,No,No,7,Illiterate,No,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_017,Sabarkantha,Urban,Male,SC,11,Low,45.7,27.66,Low,Medium,Yes,Secondary,Yes,No,No,No,5,Primary,Yes,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_156,Jamnagar,Rural,Female,General,4,Low,60.9,0.22,Medium,Low,Yes,Graduate,No,Yes,Yes,No,6,Secondary,No,0,0,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_076,Junagadh,Tribal,Female,SC,6,Medium,60.7,15.98,Low,Low,Yes,Illiterate,Yes,No,No,No,8,Primary,Yes,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_063,Ahmedabad,Tribal,Male,OBC,4,Low,50.2,22.67,Medium,Low,Yes,Illiterate,No,No,Yes,No,5,Illiterate,Yes,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_127,Amreli,Rural,Male,OBC,5,Medium,53.4,23.76,Low,High,Yes,Illiterate,Yes,No,No,No,5,Primary,Yes,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_059,Morbi,Rural,Male,OBC,7,Medium,51.3,24.78,Low,High,Yes,Secondary,No,No,No,No,8,Secondary,Yes,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_179,Gandhinagar,Rural,Male,SC,9,Low,65.2,23.26,High,High,Yes,Illiterate,Yes,Yes,No,No,6,Illiterate,No,1,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_141,Vadodara,Tribal,Male,SC,3,High,55.1,6.18,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,8,Graduate,Yes,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_013,Rajkot,Rural,Male,OBC,7,Medium,99.8,15.31,High,Medium,Yes,Illiterate,No,No,No,No,3,Primary,No,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_090,Rajkot,Urban,Female,OBC,11,Low,93.3,11.04,Low,Medium,Yes,Primary,Yes,No,No,No,3,Illiterate,No,1,1,0,26,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_018,Ahmedabad,Urban,Male,General,3,Medium,50.1,4.83,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Illiterate,No,0,0,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_059,Bhavnagar,Rural,Male,General,2,Low,96.3,7.19,Medium,High,Yes,Primary,Yes,Yes,No,No,7,Graduate,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_026,Surat,Tribal,Female,OBC,6,Low,66.1,4.17,High,High,Yes,Secondary,Yes,Yes,No,No,3,Illiterate,No,0,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_098,Valsad,Urban,Male,General,3,High,82.1,2.04,Low,High,Yes,Secondary,Yes,No,No,No,7,Secondary,No,0,0,0,25,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_146,Amreli,Rural,Female,OBC,4,Low,67.5,13.29,Medium,Medium,Yes,Primary,Yes,Yes,No,No,6,Secondary,Yes,0,1,1,19,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_049,Dahod,Urban,Female,OBC,1,Medium,48.5,13.98,Low,Medium,No,Secondary,No,Yes,No,Yes,8,Illiterate,No,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_171,Mehsana,Tribal,Female,OBC,2,High,56.7,17.34,High,High,Yes,Graduate,Yes,Yes,No,No,3,Primary,Yes,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_063,Dahod,Urban,Female,ST,4,Very Low,42.4,13.31,Medium,Medium,Yes,Graduate,Yes,Yes,No,No,2,Graduate,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_156,Patan,Rural,Female,General,9,Low,69.2,14.22,High,Low,Yes,Primary,Yes,No,No,No,6,Illiterate,Yes,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_047,Junagadh,Urban,Female,OBC,12,Low,89.0,13.12,Medium,Low,Yes,Graduate,Yes,Yes,No,No,4,Secondary,No,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_149,Banaskantha,Tribal,Male,ST,11,Low,58.7,21.62,Medium,Low,Yes,Primary,Yes,Yes,No,No,2,Illiterate,Yes,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_034,Vadodara,Rural,Male,OBC,5,Medium,71.5,16.75,Medium,Medium,No,Secondary,No,No,Yes,No,8,Illiterate,No,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_081,Gandhinagar,Tribal,Female,OBC,3,High,56.3,20.21,High,Low,Yes,Primary,No,Yes,No,No,2,Secondary,No,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_057,Gandhinagar,Urban,Female,SC,8,Low,44.3,27.4,Low,Medium,No,Primary,No,No,No,No,5,Secondary,Yes,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_141,Ahmedabad,Rural,Female,OBC,3,Low,79.0,17.55,Medium,Medium,Yes,Secondary,Yes,No,No,No,2,Secondary,No,0,1,0,19,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_080,Amreli,Urban,Male,OBC,2,Low,98.0,8.31,Low,Low,Yes,Graduate,Yes,Yes,Yes,No,6,Illiterate,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_013,Bharuch,Rural,Male,General,8,Medium,69.2,4.86,High,Medium,Yes,Graduate,Yes,No,No,No,8,Primary,No,0,0,1,17,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_005,Sabarkantha,Urban,Female,OBC,2,Very Low,72.8,20.77,Medium,High,Yes,Primary,Yes,No,No,No,2,Secondary,No,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_018,Kutch,Tribal,Female,SC,5,Low,81.3,24.09,Medium,High,No,Illiterate,No,No,No,Yes,4,Graduate,Yes,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_125,Bharuch,Tribal,Male,General,3,Very Low,96.5,0.77,Low,Low,No,Secondary,No,Yes,No,No,5,Illiterate,No,0,0,0,26,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2022,SCH_171,Mehsana,Rural,Male,OBC,3,Very Low,51.5,23.26,High,Low,No,Primary,Yes,Yes,No,No,5,Illiterate,No,0,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_132,Valsad,Rural,Male,General,3,High,55.1,27.19,Low,High,Yes,Primary,No,No,Yes,Yes,2,Primary,No,0,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_121,Morbi,Rural,Male,SC,1,Medium,47.4,1.03,Medium,Low,No,Primary,Yes,No,No,No,2,Secondary,No,0,0,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_051,Rajkot,Urban,Male,SC,8,Medium,74.9,24.11,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Illiterate,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_028,Bhavnagar,Rural,Female,OBC,12,Very Low,57.1,10.93,High,High,No,Illiterate,Yes,No,Yes,No,3,Primary,Yes,1,1,1,57,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_106,Kutch,Tribal,Male,OBC,4,Very Low,50.8,15.91,Medium,Low,Yes,Primary,Yes,No,Yes,No,5,Secondary,No,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_062,Junagadh,Urban,Male,OBC,8,High,96.2,17.44,Medium,Low,No,Graduate,Yes,No,No,No,4,Graduate,Yes,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_118,Dahod,Tribal,Male,SC,12,Low,79.5,18.23,High,Low,Yes,Secondary,No,No,No,No,3,Illiterate,No,1,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_087,Mehsana,Tribal,Female,OBC,7,Medium,72.3,13.42,High,Low,Yes,Illiterate,Yes,Yes,No,No,8,Graduate,Yes,0,1,0,41,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_033,Ahmedabad,Rural,Male,OBC,6,Low,57.4,25.08,Medium,Medium,No,Graduate,Yes,Yes,No,No,7,Illiterate,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_001,Bhavnagar,Rural,Male,SC,9,Very Low,84.6,2.28,Medium,Medium,Yes,Illiterate,Yes,No,Yes,No,2,Secondary,Yes,1,0,0,34,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2024,SCH_163,Dahod,Urban,Female,OBC,12,Low,64.2,21.54,High,Medium,Yes,Illiterate,No,Yes,No,Yes,6,Illiterate,No,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_099,Mehsana,Tribal,Male,General,12,Medium,72.5,13.2,Medium,Low,No,Primary,Yes,Yes,No,Yes,4,Illiterate,No,1,1,0,49,Medium,NO,Travel Constraint,Provide Transport,Monitor
2021,SCH_128,Bhavnagar,Rural,Male,OBC,11,Medium,60.0,24.11,Medium,Low,No,Illiterate,Yes,Yes,No,No,2,Illiterate,No,1,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_034,Junagadh,Rural,Female,SC,1,Low,86.5,26.57,Low,Low,No,Primary,Yes,No,No,No,6,Illiterate,Yes,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_101,Navsari,Rural,Male,ST,12,Very Low,92.8,12.51,High,High,Yes,Primary,Yes,Yes,No,No,8,Primary,No,1,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_070,Mehsana,Urban,Male,General,10,High,94.0,2.7,Low,Low,No,Graduate,No,No,No,No,6,Primary,No,1,0,0,35,Low,NO,Social Factor,Community Engagement,Low Priority
2023,SCH_144,Gandhinagar,Rural,Female,SC,11,Medium,72.6,5.44,Medium,Medium,Yes,Primary,No,Yes,No,No,4,Primary,No,1,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_016,Amreli,Rural,Male,SC,5,Very Low,43.5,4.84,Low,Medium,No,Primary,Yes,No,No,No,4,Graduate,No,0,0,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_114,Surat,Rural,Female,OBC,3,Low,87.1,18.32,Medium,Medium,No,Primary,Yes,Yes,No,No,4,Primary,Yes,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_065,Patan,Tribal,Male,SC,3,Low,44.2,17.28,Low,Medium,No,Graduate,Yes,Yes,No,No,3,Illiterate,No,0,1,1,63,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_071,Vadodara,Rural,Male,SC,6,Medium,53.6,6.9,High,Medium,No,Illiterate,No,Yes,No,No,5,Secondary,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_015,Surat,Urban,Female,General,12,Low,48.4,25.79,High,Medium,Yes,Illiterate,No,Yes,No,No,3,Secondary,Yes,1,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_108,Bharuch,Urban,Male,SC,10,Very Low,83.7,4.71,High,Medium,Yes,Secondary,Yes,No,No,No,6,Secondary,Yes,1,0,0,20,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2019,SCH_069,Junagadh,Rural,Male,ST,6,Very Low,76.3,22.81,Low,Medium,No,Primary,Yes,Yes,No,No,3,Secondary,Yes,0,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_018,Surat,Tribal,Male,OBC,9,Very Low,76.7,9.77,Medium,High,No,Secondary,Yes,Yes,No,No,8,Illiterate,No,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_138,Navsari,Rural,Female,OBC,9,Low,48.5,27.71,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,2,Primary,No,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_109,Patan,Rural,Male,ST,12,Medium,66.7,24.95,Medium,Low,Yes,Illiterate,Yes,Yes,No,No,7,Primary,No,1,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_012,Kutch,Urban,Female,ST,12,Very Low,44.1,3.46,Medium,Medium,Yes,Illiterate,Yes,Yes,No,No,6,Secondary,No,1,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_118,Morbi,Urban,Female,ST,12,High,61.0,4.48,Low,Medium,Yes,Graduate,No,Yes,No,No,6,Graduate,No,1,0,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_129,Junagadh,Urban,Female,General,10,High,69.6,0.24,Medium,Medium,Yes,Illiterate,No,Yes,No,No,8,Illiterate,No,1,0,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_150,Dahod,Urban,Male,SC,11,Low,57.8,12.39,Low,Medium,Yes,Illiterate,Yes,No,Yes,No,3,Primary,No,1,1,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_141,Mehsana,Rural,Female,General,6,Low,48.6,9.56,High,Medium,Yes,Primary,Yes,No,No,No,2,Secondary,No,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_005,Rajkot,Urban,Female,OBC,8,Medium,47.6,10.2,Medium,Low,Yes,Primary,Yes,Yes,No,Yes,3,Illiterate,No,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_068,Patan,Urban,Male,OBC,1,High,95.1,8.77,Medium,Medium,Yes,Primary,Yes,Yes,No,No,2,Primary,Yes,0,1,0,13,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_120,Anand,Urban,Male,OBC,12,Very Low,55.7,16.38,High,Low,No,Secondary,Yes,No,No,No,4,Secondary,No,1,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_126,Surat,Rural,Male,ST,9,Low,59.2,8.5,Medium,Medium,Yes,Primary,Yes,Yes,No,No,3,Graduate,No,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_120,Banaskantha,Tribal,Female,General,12,Medium,45.7,5.42,Low,Medium,No,Primary,No,No,No,No,8,Primary,No,1,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_156,Sabarkantha,Urban,Male,SC,8,Medium,87.0,21.28,Medium,Low,Yes,Primary,Yes,No,No,No,2,Graduate,Yes,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_087,Bharuch,Urban,Female,OBC,11,Medium,77.4,12.05,Medium,High,Yes,Primary,No,No,Yes,Yes,2,Illiterate,No,1,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
